쉬웠어요,VA
아름다,VA
아름다운,VA
아름다움에,VA
아름다움은,VA
아름다워,VA
아름답,VA
알찬,VA
엄청나,VA
엄청난,VA
엄청남,VA
엄청났,VA
예뻐,VA
예뻐요,VA
예쁘,VA
예쁜데,VA
예쁨,VA
예쁩니다,VA
이뻐,VA
이뻤,VA
이쁘,VA
이쁜,VA
이쁨,VA
잘난,VA
잘났,VA
재미난,VA
재밌,VA
재미있,VA
재밌는,VA
재밌는데,VA
재밌어,VA
재밌잖,VA
재밌지,VA
정겹,VA
좋,VA
즐거,VA
즐거운,VA
즐겁,VA
즐거워,VA
진정한,VA
쩔,VA
찡하,VA
찡해,VA
착하,VA
착한,VA
친하,VA
편하,VA
편한,VA
편했,VA
곱씹,VV
괜찮,VV
굿,VV
구하,VV
그리,VV
글썽거리,VV
기대,VV
깔깔거리,VV
끌리,VV
나아졌,VV
돋보여,VV
돋보였,VV
돋보이,VV
돋보인다,VV
되새기,VV
되짚,VV
두근거리,VV
두근거릴,VV
두근거림,VV
두근거립니다,VV
들썩였,VV
뛰어남,VV
뛰어났,VV
뛰어넘,VV
멋져,VV
멋지,VV
박수치,VV
반하,VV
반한,VV
반했,VV
베푸,VV
빛나,VV
빛난,VV
빠져드,VV
빠져든,VV
뿅가,VV
사로잡,VV
설레,VV
설레였,VV
설레이,VV
설레임,VV
소문난,VV
손꼽,VV
손꼽히,VV
신나,VV
신났,VV
신들린,VV
아른거린다,VV
어우러진,VV
어울리,VV
어울린,VV
어울린다,VV
와닿,VV
웃,VV
웃겨,VV
웃겼,VV
웃겼,VV
웃겨서,VV
웃겨요,VV
웃기,VV
웃긴,VV
웃긴다,VV
웃긴데,VV
웃길,VV
웃길려구,VV
이겼,VV
이겼,VV
인정받,VV
일깨워,VV
자아내,VV
자아낸,VV
자아낸다,VV
잘했,VV
재미나,VV
재미난,VV
재미난다,VV
잼,VV
좋,VV
좋아하,VV
좋아할,VV
좋아해서,VV
좋아했,VV
즐거워하,VV
즐겨,VV
즐겨라,VV
즐기,VV
즐길,VV
쩐,VV
쩔,VV
착하,VV
춤출,VV
타고난,VV
흐느끼,VV
히히덕거리,VV
힘내,VV
강렬,XR
개운,XR
거창,XR
고상,XR
공손,XR
과분,XR
관대,XR
굉장,XR
구수,XR
귀,XR
그럴싸,XR
기묘,XR
기발,XR
깔끔,XR
깜찍,XR
깨끗,XR
넘실,XR
다양,XR
당당,XR
대단,XR
독특,XR
드라마틱,XR
따뜻,XR
따스,XR
똑똑,XR
뚜렷,XR
럭셔리,XR
리얼,XR
맛깔,XR
명쾌,XR
명확,XR
몽롱,XR
무난,XR
미묘,XR
발랄,XR
범상,XR
비범,XR
뿌듯,XR
섬세,XR
세련,XR
세심,XR
소중,XR
솔직,XR
순진,XR
숭고,XR
시원,XR
신기,XR
신선,XR
신성,XR
쏠쏠,XR
아기자기,XR
아름,XR
아찔,XR
애뜻,XR
애절,XR
애틋,XR
오묘,XR
월등,XR
위대,XR
유머러스,XR
유쾌,XR
잔잔,XR
재미,XR
적당,XR
적절,XR
적합,XR
절묘,XR
절실,XR
진정,XR
진지,XR
찌릿,XR
창신,XR
초지일관,XR
출중,XR
충만,XR
충분,XR
충실,XR
치밀,XR
친근,XR
탁월,XR
탄탄,XR
특별,XR
풍부,XR
화려,XR
화창,XR
확고,XR
황홀,XR
훈훈,XR
훌륭,XR
흡족,XR
흥미진진,XR
섹시,NN
귀여운데,VA
반가워,VA
나무,NN
부러울,VA
반가울,VA
화이팅,NN
부러운,VA
해결,NN
부드러운,VA
랄라,NN
깔쌈,XR
합격,NN
역쉬,NN
즐거우,VA
여유,NN
고마워,VA
바람직,XR
친구,NN
십년감수,NN
땡기,VV
즐거웠,VA
행운아,NN
능력,NN
절친,NN
감개무량,NN
따땃,XR
흐뭇,XR
멀쩡,XR
공주,NN
부러워,VA
미인,NN
제격,NN
전지전능,NN
활기찬,VA
반가움,VA
쥑인,VV
소망,NN
완성,NN
업그레이드,NN
자신감,NN
참사랑,NN
개구장이,NN
귀염둥이,NN
상상,NN
신차,NN
만남,NN
자유,NN
보너스,NN
생명,NN
비젼,NN
선행,NN
가족,NN
선물,NN
상쾌,XR
활성,NN
정직,NN
꿀,VV
이익,NN
오랜만,NN
편안,NN
위엄,NN
원하,VV
평화,NN
센스,NN
산뜻,XR
간만,NN
독창,NN
고마워요,VA
노력,NN
보람,NN
우왕,NN
통쾌,XR
우상,NN
고급,NN
탈바꿈,NN
회생,NN
참여,NN
신뢰,NN
가능,NN
대화,NN
흑자,NN
경신,NN
성장,NN
여력,NN
우위,NN
수월,NN
증강,NN
가치,NN
정상,NN
웅장,XR
웅장,NN
포용,NN
우승,NN
헌신,NN
쏠쏠,XR
얻,VV
강화,NN
혜택,NN
상위,NN
최상위,NN
우대,NN
무료,NN
사은품,NN
면제,NN
가산점,NN
모범,NN
안전,NN
개선,NN
상생,NN
열풍,NN
대봑,NN
혜자,NN
